[1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0] 10 10 True
[1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0] [1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0] 11 10 True
[1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0] 12 9 True
[1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0] 11 10 True
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0] 12 9 True
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0] 13 8 True
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0] [1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0] 14 8 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0] 15 8 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0] [1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0] 14 9 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0] [1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0] 15 8 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0] 16 8 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0] [1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0] 17 8 False
