[1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0] [1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0] 15 7 False
[1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0] 11 8 False
[1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0] 10 9 False
[1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0] [1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0] 10 10 False
[1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0] 11 7 True
[1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0] 12 6 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0] [1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0] 13 5 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0] 14 5 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0] [1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0] 15 5 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0] [1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0] 16 4 True
[1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0] 12 7 False
[1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0] [1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0] 14 5 True
[1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0] [1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0] 15 5 True
[1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0] [1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0] 17 4 True
[1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0] [1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0] 15 5 True
[1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0] [1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0] 17 5 False
[1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0] [1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0] 18 4 False
[1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0] [1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0] 19 4 False
[1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0] [1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0] 20 4 False
[1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0] 13 7 False
[1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0] [1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0] 14 6 False
[1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0] [1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0] 15 5 True
[1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0] [1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0] 16 5 False
[1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0] [1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0] 16 5 False
[1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0] [1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0] 18 5 False
[1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0] [1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0] 16 6 False
[1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0] [1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0] 17 5 False
[1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0] [1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0] 19 5 False
[1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0] 14 7 False
[1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0] [1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0] 14 10 False
[1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0] [1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0] 16 6 False
[1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0] [1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0] 18 6 False
[1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0] [1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0] 20 6 False
[1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0] 15 6 False
[1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0] [1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0] 16 4 True
[1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0] [1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0] 17 4 True
[1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0] [1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0] 18 3 True
[1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0] [1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0] 17 4 True
[1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0] [1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0] 19 3 True
[1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0] [1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0] 20 3 True
[1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0] [1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0] 21 3 True
[1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0] [1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0] 18 4 False
[1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0] [1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0] 20 3 True
[1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0] [1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0] 21 3 True
[1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0] [1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0] 22 3 False
[1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0] [1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0] 22 3 False
[1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0] [1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0] 23 3 False
[1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0] [1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0] 24 3 False
[1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0] [1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0] 18 6 False
[1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0] [1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0] 19 4 False
[1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0] [1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0] 21 3 True
[1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0] [1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0] 22 3 False
[1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0] [1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0] 23 3 False
[1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0] [1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0] 23 3 False
[1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0] [1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0] 24 3 False
[1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0] [1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0] 25 3 False
[1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0] [1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0] 24 3 False
[1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0] [1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0] 25 3 False
[1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0] [1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0] 26 3 False
[1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0] [1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0] 27 3 False
[1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0] [1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0] 20 4 False
[1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0] [1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0] 21 3 True
[1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0] [1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0] 22 2 True
[1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0] [1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0] 23 2 True
[1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0] [1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0] 24 2 True
[1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0] [1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0] 23 3 False
[1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0] [1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0] 24 2 True
[1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0] [1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0] 25 2 True
[1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0] [1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0] 26 2 True
[1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0] [1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0] 25 2 True
[1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0] [1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0] 26 2 True
[1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0] [1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0] 27 2 True
[1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0] [1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0] 28 2 False
[1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0] [1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0] 25 3 False
[1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0] [1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0] 26 2 True
[1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0] [1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0] 27 2 True
[1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0] [1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0] 28 2 False
[1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0] [1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0] 29 2 False
[1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0] 30 2 False
[1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0] [1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0] 27 2 True
[1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0] [1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0] 28 2 False
[1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0] [1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0] 29 2 False
[1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0] [1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0] 30 2 False
[1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0] 31 2 False
[1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0] 32 2 False
[1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0] [1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0] 27 3 False
[1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0] [1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0] 28 1 True
[1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0] [1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0] 29 1 True
[1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0] [1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0] 30 1 True
[1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0] [1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0] 31 1 True
[1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0] 32 1 True
[1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0] 33 1 True
[1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0] 34 1 True
[1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0] 35 1 True
[1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0] [1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0] 36 0 True
