[1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0] 12 12 True
[1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0] [1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0] 13 12 False
[1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0] 14 12 False
[1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0] 13 13 False
[1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0] [1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0] 15 13 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0] 13 11 True
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0] [1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0] 14 11 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0] 15 10 True
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0] 14 11 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0] 16 10 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0] [1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0] 17 10 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0] 18 10 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0] 15 11 False
[1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0] [1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0] 15 13 False
[1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0] 14 12 False
[1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0] [1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0] 15 12 False
[1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0] 16 12 False
[1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0] [1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0] 13 12 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0] [1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0] 13 12 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0] 14 10 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0] [1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0] 15 10 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0] 16 9 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0] 15 10 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0] 16 9 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0] 17 8 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0] [1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0] 18 8 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0] 19 8 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0] [1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0] 18 9 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0] [1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0] 19 8 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0] 20 8 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0] [1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0] 21 8 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0] [1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0] 20 7 True
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0] 21 7 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0] [1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0] 22 7 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0] [1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0] 23 7 False
[1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0] [1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0] 24 7 False
[1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0] [1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0] 14 12 False
[1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0] 15 10 True
[1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0] [1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0] 16 10 False
[1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0] [1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0] 17 10 False
[1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0] [1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0] 17 9 False
[1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0] [1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0] 18 8 True
[1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0] [1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0] 19 8 False
[1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0] [1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0] 20 8 False
